"ID","treeID","creatorID","specID","easting","northing","height","DBH","remarks","plot","level"
1114,"r00194","FMLRS","ERS",NA,NA,9.1,0.085943669,"","fs-053",2
1115,"r00552","FMLRS","ERS",NA,NA,9.1,0.073211274,"","fs-053",2
1116,"r00548","FMLRS","ERS",NA,NA,9.1,0.085943669,"","fs-053",2
1117,"r00547","FMLRS","ERS",NA,NA,9.1,0.079577472,"","fs-053",2
1118,"r00692","FMLRS","ERS",NA,NA,9.1,0.076394373,"","fs-053",2
1119,"r00550","FMLRS","ERS",NA,NA,9.1,0.092309867,"","fs-053",2
1120,"r00188","FMLRS","ERS",NA,NA,9.1,0.076394373,"","fs-053",2
1121,"r00800","FMLRS","ERS",NA,NA,9.1,0.079577472,"","fs-053",2
1122,"r00933","FMLRS","ERS",NA,NA,9.1,0.095492966,"","fs-053",2
1123,"r00934","FMLRS","ERS",NA,NA,9.1,0.08276057,"","fs-053",2
1124,"r00935","FMLRS","ERS",NA,NA,9.1,0.076394373,"","fs-053",2
1125,"r00936","FMLRS","ERS",NA,NA,9.1,0.076394373,"","fs-053",2
1126,"r00937","FMLRS","ERS",NA,NA,9.1,0.098676065,"","fs-053",2
1127,"r00938","FMLRS","ERS",NA,NA,9.1,0.085943669,"","fs-053",2
1128,"r00939","FMLRS","ERS",NA,NA,9.1,0.08276057,"","fs-053",2
1129,"r00940","FMLRS","ERS",NA,NA,9.1,0.076394373,"","fs-053",2
1130,"r00941","FMLRS","ERS",NA,NA,9.1,0.079577472,"","fs-053",2
1131,"r00549","FMLRS","ERS",NA,NA,9.1,0.070028175,"","fs-053",2
1132,"r00693","FMLRS","ERS",NA,NA,9.1,0.089126768,"","fs-053",2
1133,"r00942","FMLRS","ERS",NA,NA,9.1,0.085943669,"","fs-053",2
1134,"r00943","FMLRS","ERS",NA,NA,9.1,0.085943669,"","fs-053",2
1135,"r00944","FMLRS","ERS",NA,NA,9.1,0.079577472,"","fs-053",2
1136,"r00945","FMLRS","ERS",NA,NA,9.1,0.08276057,"","fs-053",2
1137,"r00197","FMLRS","ERS",NA,NA,9.1,0.079577472,"","fs-053",2
1138,"b00947","FMLRS","BUR",NA,NA,40.2,0.61433808,"","fs-054",9
1139,"b00946","FMLRS","BUR",NA,NA,27.7,0.649352168,"","fs-054",6
1140,"r00788","FMLRS","BUR",NA,NA,26.9,0.522028213,"","fs-054",6
1141,"r00115","FMLRS","BUR",NA,NA,7,0.095492966,"","fs-055",2
1142,"r00116","FMLRS","BUR",NA,NA,15.4,0.197352129,"","fs-055",4
1143,"r00117","FMLRS","BUR",NA,NA,20.7,0.292845095,"","fs-055",5
1144,"r00118","FMLRS","BUR",NA,NA,27.7,0.439267643,"","fs-055",6
1145,"b00948","FMLRS","LAE",NA,NA,26.3,0.276929601,"","fs-056",6
1146,"b00752","FMLRS","LAE",NA,NA,16.3,0.149605647,"","fs-056",4
1147,"b00753","FMLRS","LAE",NA,NA,31.6,0.254647909,"","fs-056",7
1148,"b00754","FMLRS","LAE",NA,NA,22.4,0.175070437,"","fs-056",5
1149,"b00755","FMLRS","BUR",NA,NA,27.5,0.22281692,"","fs-056",6
1150,"b00749","FMLRS","BUR",NA,NA,15.3,0.079577472,"","fs-056",4
1151,"b00750","FMLRS","BUR",NA,NA,16.6,0.101859164,"","fs-056",4
1152,"b00748","FMLRS","BUR",NA,NA,20.7,0.127323954,"","fs-056",5
1153,"b00756","FMLRS","LAE",NA,NA,31,0.296028194,"","fs-056",7
1154,"b00751","FMLRS","LAE",NA,NA,27.3,0.296028194,"","fs-056",6
1155,"b00757","FMLRS","BUR",NA,NA,17.8,0.190985932,"","fs-056",4
1156,"b00758","FMLRS","LAE",NA,NA,25.1,0.458366236,"","fs-056",6
1157,"b00759","FMLRS","LAE",NA,NA,31.4,0.318309886,"","fs-056",7
1158,"r00370","FMLRS","DGL",NA,NA,15.9,0.219633821,"","fs-056",4
1159,"r00371","FMLRS","EIS",NA,NA,31.4,0.413802852,"Art ÅberprÅfen","fs-056",7
1160,"r00372","FMLRS","DGL",NA,NA,11.7,0.127323954,"","fs-056",3
1161,"r00373","FMLRS","EIS",NA,NA,30.9,0.254647909,"Art ÅberprÅfen","fs-056",7
1162,"r00374","FMLRS","BUR",NA,NA,35.4,0.375605666,"","fs-056",8
1163,"r00375","FMLRS","BUR",NA,NA,44,0.436084544,"","fs-057",9
1164,"r00376","FMLRS","BUR",NA,NA,36.8,0.579323993,"","fs-057",8
1165,"r00377","FMLRS","BUR",NA,NA,23,0.283295799,"","fs-057",5
1166,"r00378","FMLRS","BUR",NA,NA,16.3,0.210084525,"","fs-057",4
1167,"r00379","FMLRS","BUR",NA,NA,27.2,0.477464829,"","fs-057",6
1168,"r00320","FMLRS","BUR",NA,NA,30.2,0.604788784,"","fs-058",7
1169,"r00321","FMLRS","BUR",NA,NA,28.2,0.604788784,"","fs-058",6
